900218342-6;AGENCIA DE SERVICIOS LOGISTICO;10120;2563709
890103400-5;ALIMENTOS CONCENTRADOS DEL CAR;9024;2320226
890103400-5;ALIMENTOS CONCENTRADOS DEL CAR;9484;2535543
890103400-5;ALIMENTOS CONCENTRADOS DEL CAR;9647;2535543
890103400-5;ALIMENTOS CONCENTRADOS DEL CAR;9815;2535543
890103400-5;ALIMENTOS CONCENTRADOS DEL CAR;9967;2535543
890103400-5;ALIMENTOS CONCENTRADOS DEL CAR;10139;2535543
900212775-4;ALIMENTOS LA ISABELA S.A.S    ;10112;5490792
830006735-3;ALIMENTOS POLAR COLOMBIA SAS  ;9982;2190752
830006735-3;ALIMENTOS POLAR COLOMBIA SAS  ;10026;47938877
830006735-3;ALIMENTOS POLAR COLOMBIA SAS  ;10106;1156230
830006735-3;ALIMENTOS POLAR COLOMBIA SAS  ;10175;47191723
890900608-9;ALMACENES EXITO S A           ;8997;2808430
890900608-9;ALMACENES EXITO S A           ;9308;2414158
890900608-9;ALMACENES EXITO S A           ;9327;6955387
890900608-9;ALMACENES EXITO S A           ;9854;2414158
890900608-9;ALMACENES EXITO S A           ;9855;8391623
890900608-9;ALMACENES EXITO S A           ;9863;965160
890900608-9;ALMACENES EXITO S A           ;10006;8391623
890900608-9;ALMACENES EXITO S A           ;10028;965160
890900608-9;ALMACENES EXITO S A           ;10029;2573010
890900608-9;ALMACENES EXITO S A           ;10031;2414158
890900608-9;ALMACENES EXITO S A           ;10155;2414158
890900608-9;ALMACENES EXITO S A           ;10156;965160
890900608-9;ALMACENES EXITO S A           ;10157;8391623
890900608-9;ALMACENES EXITO S A           ;10176;5087010
900326221-6;APROGAN S.A.S.                ;9944;5780912
900326221-6;APROGAN S.A.S.                ;10117;5780912
830053360-5;ARDIKO A&S SUMINISTROS Y SERVI;9435;6828068
830053360-5;ARDIKO A&S SUMINISTROS Y SERVI;9594;4163943
830053360-5;ARDIKO A&S SUMINISTROS Y SERVI;9793;3216000
900503517-1;BARBOSA MANTILLA ACEVEDO CONSU;5800;4575560
900503517-1;BARBOSA MANTILLA ACEVEDO CONSU;6001;3338900
900503517-1;BARBOSA MANTILLA ACEVEDO CONSU;6169;7287780
